Dificultad;Categoría;Pregunta;Respuesta Correcta;Incorrecta 1;Incorrecta 2;Incorrecta 3
Medio;Entretenimiento: Videojuegos;"¿Cuál es el nombre del personaje principal en ""Braid""?";Tim;Boregard;James;Jackson
Medio;Política;¿Cuál era el apodo personal del 40º gobernador del estado de Luisiana de EE. Unidos, Huey Long?;El pez rey;El Campeón;El búho ulular;El Oráculo
Medio;Entretenimiento: Videojuegos;¿Qué actor puso voz al padre del personaje principal en Fallout 3?;Liam Neeson;Kiefer Sutherland;Brendan Gleeson;Robbie Coltrane
Medio;Entretenimiento: Videojuegos;"¿En qué juego dice un personaje: ""A veces, sueño con queso""?";Half Life 2;Team Fortress 2;Almas Oscuras;Sam serio: El segundo encuentro
Medio;Entretenimiento: Música;"¿De dónde surgió la boy band británica ""Bros""?";Camberley;Guildford;Aldershot;Disparo de bolsa
Medio;Geografía;¿Cuál es la ciudad más grande de Marruecos?;Casablanca;Rabat;Fes;Venta
Medio;Deportes;¿De qué país se originó el Kabaddi, un deporte de contacto que implica placajes?;India;Australia;Turquía;Camboya
Medio;Ciencia: Informática;La ley de Moore establecía originalmente que el número de transistores en un chip de microprocesador se duplicaría cada...;Año;Cuatro años;Dos años;Ocho años
Medio;Entretenimiento: Videojuegos;"¿De qué era el juego que ""Galaga"" fue una secuela?";Galaxian;Galactica;Invasores del espacio;Guerras Galácticas
Medio;Entretenimiento: Juegos de mesa;¿Cuántos Slinkys se vendieron aproximadamente en sus primeros 60 años (de 1945 a 2005)?;300 millones;100 millones;450 millones;1.000 millones
Medio;Entretenimiento: Videojuegos;¿Cuáles son los nombres de los Escaladores sobre Hielo en el videojuego Ice Climber?;Popo y Nana;Popo y Nina;Papi y Nana;Papi y Nina
Medio;Entretenimiento: Videojuegos;"En ""World of Warcraft"", ¿qué dragón aparece con la apariencia humana de Lord Victor Nefarius?";Nefariano;Nefarius;Neltharion;Nefaran
Medio;Historia;¿Contra qué país luchó la República Holandesa en la Guerra de los Ochenta Años?;España;Francia;Inglaterra;Portugal
Medio;Entretenimiento: Libros;¿Cuál de las siguientes no es una obra escrita por Fiódor Dostoievski?;Anna Karenina;Notas del Metro;Crimen y castigo;Los hermanos Karamazov
Medio;Geografía;¿Cuál de estos países no está escrito en su lengua materna?;Slovaško;Suomi;Schweiz;Elláda
Medio;Entretenimiento: Videojuegos;"¿Cuál de las siguientes habilidades de copia solo apareció en ""Kirby & The Amazing Mirror""?";Mini;Magia;Smash;Misil
Medio;Entretenimiento: Cine;"En ""El Hobbit"", ¿quién era el jefe del Consejo Blanco?";Saruman;Lady Galadriel;Gandalf;Elrond
Medio;Geografía;"¿Qué país tiene la abreviatura ""CH""?";Suiza;China;Canadá;Sin país
Medio;Entretenimiento: Cine;¿Cuál es el nombre del robot en la película clásica de ciencia ficción de 1951 'El día que la Tierra se detuvo'?;Gort;Robby;Coloso;Caja
Medio;Entretenimiento: Juegos de mesa;¿El juego de mesa Nightmare se lanzó en qué año?;1991;1992;1989;1995
Medio;Entretenimiento: Videojuegos;¿Quiénes son los dos protagonistas del juego Yakuza 0?;Kazuma Kiryu y Goro Majima;Shintaro Kazama y Kazuma Kiryu;Keiji Shibusawa y Daisaku Kuze;Akira Nishikiyama y Tetsu Tachibana
Medio;Deportes;¿El logo de qué marca alemana de ropa deportiva es el 'Formstripe'?;Puma;Nike;Adidas;Reebok
Medio;Ciencia: Gadgets;¿Cómo se llaman los rastreadores de estación base que se usan para el HTC Vive?;Faro;Movimiento;Constelación;Trackers
Medio;Historia;¿Cuál de los siguientes francotiradores tiene el mayor número de bajas confirmadas?;Simo Häyhä;Chris Kyle;Vasili Zaytsev;Craig Harrison
Medio;Entretenimiento: Videojuegos;En Left 4 Dead, ¿cómo se llama el Infectado Especial que es injugable en modo Versus?;La Bruja;El tanque;El Fumador;El Escupidor
Medio;Entretenimiento: Música;¿En qué banda británica tocó Keith Moon hasta su muerte en 1978?;The Who;Los Kinks;Los Yardbirds;Las caras pequeñas
Medio;Entretenimiento: Anime y Manga japonés;"En el anime, ""Alquimista de Acero"", ¿quién es conocido como el 'Alquimista de la Llama'?";Roy Mustang;Edward Elric;Maes Hughes;Lin Yao
Medio;Entretenimiento: Videojuegos;"En ""The Walking Dead: Temporada Uno"" de Telltale Games, ¿cuál es el nombre del padre de Clementine?";Ed;Charles;Lee;Walter
Medio;Historia;¿En qué prisión fue retenido Adolf Hitler en 1924?;Prisión de Landsberg;Prisión de Spandau;Abadía de Ebrach;Hohenasperg
Medio;Entretenimiento: Videojuegos;¿Cuántos conjuntos de equipo de brujo de gran maestro hay en el DLC Blood and Wine de The Witcher 3?;5;3;6;4
Medio;Entretenimiento: Libros;¿Cuál de estos libros NO fue escrito por el autor checo Karel Äœapek?;Viaje al Centro de la Tierra;La guerra con los Tritones;R.U.R. (Los robots universales de Rossum);Dashenka
Medio;Entretenimiento: Videojuegos;"En ""Warhammer: End Times - Vermintide"", ¿cómo se llama la facción de ratas a la que luchas en el juego?";Skaven;Hombres rata;La Horda;Caos
Medio;Historia;¿Qué ocurrió el 6 de junio de 1944?;Día D;Bombardeos atómicos de Hiroshima y Nagasaki;Ataque a Pearl Harbor;La liberación de París
Medio;Ciencia: Informática;¿Qué significa la 'S' en el algoritmo de cifrado RSA?;Shamir;Seguro;Schottky;Estable
Medio;Entretenimiento: Videojuegos;¿Cuál fue el primer juego de Call of Duty en incluir el modo de juego Zombies?;Call of Duty: El mundo en guerra;Call of Duty: Operaciones Encubiertas;Call of Duty: Modern Warfare 2;Call of Duty: Black Ops III
Medio;Deportes;¿Qué piloto de Fórmula 1 cambió de equipo a mitad de la temporada 2017?;Carlos Sainz Jr.;Daniil Kvyat;Jolyon Palmer;Río Haryanto
Medio;Deportes;¿El jugador de hockey Wayne Gretzky nació en qué provincia canadiense?;Ontario;Columbia Británica;Quebec;Alberta
Medio;Entretenimiento: Anime y Manga japonés;"En ""A Certain Magical Index"", ¿qué es capaz de controlar Accelerator?";Vectores;Velocidad;Cuánticos;Agujeros de gusano
Medio;Ciencia y Naturaleza;¿Qué elemento tiene el número atómico 7?;Nitrógeno;Oxígeno;Hidrógeno;Neón
Medio;Entretenimiento: Cine;¿Quién se revela como el villano al final de la primera película de acción real de Scooby Doo?;Scrappy Doo;El Viejo Mason;El equipo de noticias locales;Fred
Medio;Conocimientos generales;La Medalla Fields, uno de los premios más codiciados en matemáticas, se concede cada cuántos años.;4;3;5;6
Medio;Entretenimiento: Videojuegos;En el Minecraft original, puedes hacer armaduras con todo, PERO ¿cuál de las siguientes?;Esmeraldas;Diamantes;Hierro;Cuero
Medio;Ciencia y Naturaleza;¿Cómo se llama el agujero negro supermasivo en el centro de la Vía Láctea?;Sagitario A*;Messier 87;Alfa Centauri;#CONNECT!
Medio;Entretenimiento: Videojuegos;¿Cómo se llaman los Thwomps diminutos en Super Mario World?;Thwimps;Pequeño Thwomp;Mini Thwomp;Tims Pequeños
Medio;Entretenimiento: Videojuegos;"¿Qué personaje es de ""Splatoon""?";Marie;Cyrus;Palutena;Shulk
Medio;Entretenimiento: Videojuegos;¿El personaje Wario fue presentado por primera vez en qué juego de la franquicia de videojuegos Mario?;Super Mario Land 2: 6 Monedas de Oro (1992);Super Mario Bros. 3 (1988);Wario Land: Super Mario Land 3 (1994);Mario Party (1998)
Medio;Entretenimiento: Anime y Manga japonés;¿Qué personaje en Touhou es capaz de controlar muñecas?;Alice Margatroid;Marisa Kirisame;Pieza de payaso;Flandre Scarlet
Medio;Entretenimiento: Dibujos animados y animaciones;¿Nickelodeon pertenece a qué empresa matriz?;Viacom;CBS;FOX;ABC
Medio;Entretenimiento: Videojuegos;En Terraria, ¿qué no cae el Muro de Carne al ser derrotado?;Picksaw;Pwnhammer;Hoja de disyuntiva;Rifle láser
Medio;Conocimientos generales;¿Qué es un centro comercial muerto?;Un centro comercial con altas tasas de vacantes o bajo flujo de clientes;Un centro comercial sin tiendas;Un centro comercial que ha sido condenado;Un centro comercial fuera del horario laboral
Medio;Conocimientos generales;Linus Pauling, uno de los pocos ganadores de múltiples premios Nobel, obtuvo sus premios Nobel de Química y ¿qué?;Paz;Física;Economía;Fisiología/Medicina
Medio;Conocimientos generales;¿Cuál fue la altura de Kingda Ka, la montaña rusa más alta del mundo desde 2005 hasta 2024?;456 pies;500 pies;429 pies;396 pies
Medio;Entretenimiento: Televisión;"¿Cómo se llama el inspector en la serie ""En los autobuses""?";Blakey;Harper;Naily;Gally
Medio;Entretenimiento: Videojuegos;¿Cuál de los siguientes juegos no fue un título de lanzamiento para Nintendo Gamecube?;Super Mario Sunshine;La Mansión de Luigi;Star Wars Escuadrón Pícaro II;El Tarzán indómito de Disney
Medio;Entretenimiento: Videojuegos;¿Cuál de los siguientes no fue desarrollado por Bethesda?;Fallout: New Vegas;Fallout 3;The Elder Scrolls V: Skyrim;Fallout 4
Medio;Política;¿Cuál de los siguientes presidentes argentinos fue elegido en 2015?;Mauricio Macri;Cristina Fernandez de Kirchner;Néstor Kirchner;Juan Domingo Perón
Medio;Conocimientos generales;¿Qué montaña tiene la cima más alta de Australia?;Monte Kosciuszko, Nueva Gales del Sur;Monte Ossa;Tasmania;Monte Bartle Frere
Medio;Entretenimiento: Música;¿Cuál de estos álbumes es un álbum de Wu-Tang Clan?;Bandera de Hierro;Pelo perfecto;La teoría de los graves;Licencia en Ill
Medio;Historia;¿En qué diálogo se defendió Sócrates ante la corte de Atenas?;La Apología;El Eutifrón;Las leyes;La República
Medio;Historia;¿En qué año terminó la Primera Guerra Mundial?;1918;1914;1916;1912
Medio;Ciencia y Naturaleza;En Química, ¿cuántos isómeros tiene el Butanol (C4H9OH)?;4;3;5;6
Medio;Entretenimiento: Videojuegos;"En ""Overwatch"", ¿cómo se llama la ""habilidad definitiva"" de Mercy?";Valquiria;Earthshatter;Barrera de Cohetes;Núcleo fundido
Medio;Historia;Todos los siguientes son nombres de los Siete Estados Combatientes EXCEPTO:;Zhai (ç¿Ÿ);Zhao (è¶™);Qin (ç§¦);Qi (é1/2Š)
Medio;Entretenimiento: Anime y Manga japonés;"La heroína de ""La humanidad ha declinado"" es una mediadora entre los humanos y qué?";Hadas;Elfos;La Tierra;Animales
Medio;Mitología;En la mitología griega, ¿quién mató a Aquiles?;París;Héctor;Helen;Pericles
Medio;Deportes;¿En qué deporte compite Fanny Chmelar por Alemania?;Esquí;Natación;Salto de obstáculos;Gimnasia
Medio;Entretenimiento: Música;"En la canción ""El enfrentamiento definitivo del destino supremo"", ¿quién es el único que sobrevive a la batalla?";Señor Rogers;Batman;Chuck Norris;Godzilla
Medio;Entretenimiento: Cine;"¿Qué cantante famoso fue interpretado por el actor Kevin Spacey en la película biográfica de 2004 ""Beyond the Sea""?";Bobby Darin;Louis Armstrong;Frank Sinatra;Dean Martin
Medio;Entretenimiento: Cine;En el reinicio de Pesadilla en Elm Street de 2010, ¿quién interpretó a Freddy Kruger?;Jackie Earle Haley;Tyler Mane;Derek Mears;Gunnar Hansen
Medio;Historia;¿Qué edificio fue incendiado el 24 de agosto de 1812?;La Casa Blanca;Edificio del Parlamento;Gran Edificio de la Asamblea Nacional;Palacio de la Nación
Medio;Deportes;¿Qué deporte NO se practica tradicionalmente durante el festival de Naadam mongol?;Fútbol americano;Lucha libre;Tiro con arco;Carreras de caballos
Medio;Entretenimiento: Videojuegos;En PROTOTYPE 2, ¿cuál de las siguientes habilidades/armas NO se obtiene con un Evolucionado?;Tentáculos;Blade;Bio-Bomba;Líder de la Manada
Medio;Entretenimiento: Libros;¿Qué posición juega Harry Potter en el Quidditch?;Buscador;Golpeador;Cazador;Guardián
Medio;Entretenimiento: Videojuegos;¿Cuál es el nombre original de Final Fantasy XV?;Final Fantasy Versus XIII;Final Fantasy: Renacido;Final Fantasy XVI;Final Fantasy XIII-3
Medio;Entretenimiento: Anime y Manga japonés;"En la serie ""Sailor Moon"", ¿cuál es el nombre civil de Sailor Jupiter?";Makoto Kino;Minako Aino;Usagi Tsukino;Rei Hino
Medio;Entretenimiento: Musicales y teatros;"¿Cuándo se escribió la obra ""Macbeth""?";1606;1605;1723;1628
Medio;Entretenimiento: Videojuegos;¿Quién es el principal villano de Kirby's Return to Dreamland?;Magolor;Landia;Rey Dedede;Reina Sectonia
Medio;Entretenimiento: Videojuegos;¿Cuál de los siguientes no es un Pokémon real?;Luminid;Dragalge;Mandibuzz;Aracanido
Medio;Ciencia: Informática;¿En qué país tiene su sede el fabricante OEM de ordenadores Clevo, conocido por su línea de portátiles Sager?;Taiwán;Estados Unidos;Alemania;China (República Popular de)
Medio;Política;¿Quién sucedió a Joseph Stalin como Secretario General del Partido Comunista de la Unión Soviética?;Nikita Jruschov;Leonid Brezhnev;Mijaíl Gorbachov;Boris Yeltsin
Medio;Entretenimiento: Videojuegos;¿Cuál fue el nombre del primer MMORPG que popularizó el género?;Ultima Online;World of Warcraft;Meridiano 59;Guerras de Gremios
Medio;Entretenimiento: Cine;"¿En qué año se estrenó en cines la película de James Cameron ""Titanic""?";1997;1996;1998;1999
Medio;Vehículos;¿Qué representan los 4 anillos del logo de Audi?;Fabricantes de automóviles anteriormente independientes;Estados en los que Audi realiza más ventas;Principales ciudades vitales para Audi;Países en los que Audi realiza más ventas
Medio;Entretenimiento: Anime y Manga japonés;El personaje principal de My Hero Academia, Midoriya, se hace llamar ¿qué nombre de superhéroe?;Deku;All Might;Saitama;Kona
Medio;Entretenimiento: Videojuegos;¿Phil Fish fue el diseñador de qué juego?;Fez;Super Meat Boy;Hotline Miami;FTL
Medio;Entretenimiento: Música;El 16 de mayo de cada año se conoce como __________ Day, nombrado así por una banda punk destacada en los años 90.;Lagwagon;Goldfinger;Menos que Jake;Lit
Medio;Entretenimiento: Anime y Manga japonés;"En ""To Love-Ru"", ¿quién es el primero en enterarse del pasado de Yami por ella?";Rito;Mikan;Lala;Haruna
Medio;Ciencia y Naturaleza;¿El deuterio es un isótopo de qué elemento?;Hidrógeno;Nitrógeno;Helio;Neón
Medio;Animales;¿Qué animal formó parte de un experimento de domesticación ruso en 1959?;Foxes;Palomas;Bears;Caimanes
Medio;Entretenimiento: Música;"¿Quién tuvo éxitos en los 70 con las canciones ""Lonely Boy"" y ""Never Let Her Slip Away""?";Andrew Gold;Elton John;Leo Sayer;Barry White
Medio;Conocimientos generales;¿Cuál es la especia más cara del mundo por peso?;Saffron;Canela;Cardamomo;Vainilla
Medio;Entretenimiento: Anime y Manga japonés;¿Qué personaje de JoJo's Bizarre Adventure posee el Stand llamado Silver Chariot?;Jean Pierre Polnareff;Noriaki Kakyoin;Hol Horse;Hermes Costello
Medio;Entretenimiento: Videojuegos;"¿En qué sistema se lanzó ""Touhou: Altamente Responsivo a las Oraciones""?";PC-98;OSX 10.9.5;Windows ME;Windows 98
Medio;Geografía;¿En qué ciudad se encuentra el Ejército de Terracota?;Xi'an;Pekín;Shanghái;Hong Kong
Medio;Historia;¿Cuáles fueron los primeros estados que se separaron de Yugoslavia?;Eslovenia, Croacia;Macedonia;Montenegro;Eslovenia
Medio;Celebridades;Paul McCartney siempre ha usado su segundo nombre. ¿Cuál es su verdadero nombre de pila?;James;John;Jack;Justin
Medio;Entretenimiento: Videojuegos;"En ""Kingdom Hearts"", ¿cómo se llama el mundo natal de Sora?";Islas del Destino;Agrabah;Tierra de Partida;Disney Town
Medio;Entretenimiento: Televisión;¿Cuándo se emitió Bob Esponja por primera vez?;36281;20 de julio;2000;6 de febrero
Medio;Entretenimiento: Juegos de mesa;En Yu-Gi-Oh, ¿cómo realiza un jugador una invocación Xyz?;Superpon al menos 2 monstruos del mismo nivel;Activa un hechizo y envía monstruos al cementerio;Suma los niveles de los monstruos para que coincidan con el monstruo Xyz;Destierra a varios monstruos de tu mano y mazo
Medio;Entretenimiento: Videojuegos;¿Quién es el protagonista en Dead Rising 3?;Nick Ramos;Frank West;Chuck Greene;Isabela Keyes
Medio;Entretenimiento: Videojuegos;¿Cómo se llama la provincia que exploras en Runescape?;Gielinor;Mordor;Kopar;Ashendale
Medio;Entretenimiento: Cine;"¿La saga de películas de Peter Jackson ""El Señor de los Anillos"" se rodó íntegramente en qué país?";Nueva Zelanda;Escocia;Canadá;Islandia
Medio;Deportes;¿Cuál de los siguientes lanzadores fue nombrado Novato del Año de la Liga Nacional para la temporada 2013?;José Fernández;Jacob deGrom;Shelby Miller;Matt Harvey
Medio;Entretenimiento: Videojuegos;"¿Cuál de estos no es un personaje jugable en ""Enter The Gungeon""?";El Pesado;La bala;El robot;El Cultista
Medio;Animales;¿Cuál de las siguientes opciones es cierta cuando los caimanes se comportan territorialmente?;Gritan mostrando la cola y el cuello;Abren las mandíbulas mientras hacen un clic;Corren con toda su fuerza ante la amenaza;Golpear sus colas contra el suelo
Medio;Entretenimiento: Música;¿De qué país procedía Shirley Bassey?;Gales;América;Inglaterra;Canadá
Medio;Historia;¿Durante qué campaña de la Guerra Civil estadounidense las tropas de la Unión excavaron un túnel bajo las tropas confederadas para detonar explosivos debajo?;Sitio de Petersburgo;Sitio de Vicksburg;Campaña de Antietam;Campaña de Gettysburg
Medio;Historia;¿Cuál de los siguientes revolucionarios soviéticos fue exiliado de la URSS y asesinado posteriormente en 1940 por criticar el estalinismo?;León Trotski;Lev Kamenev;Mijaíl Kalinin;Vladimir Lenin
Medio;Entretenimiento: Anime y Manga japonés;"¿Cómo se llama el protagonista del anime de 2017 ""Land of the Lustrous""?";Fosfofilita;Sandía Turmalina;Cinabrio;Padparadscha
Medio;Entretenimiento: Cómics;"En el universo pre-Super Genesis del cómic ""Sonic the Hedgehog"", ¿cómo se llamaba el hermano de Sally Acorn?";Elias Acorn;Maximilian Acorn;Alexis Acorn;Frederick Acorn
Medio;Ciencia y Naturaleza;¿Cuál de estas opciones no es una de las fases de la mitosis?;Diplofase;Metafase;Anaphase;Telofase
Medio;Historia;"¿Qué número representa el número romano ""D""?";500;100;1000;50
Medio;Entretenimiento: Música;¿Cuál de las siguientes bandas musicales no es de Finlandia?;Sabaton;Apocalyptica;Waltari;Lordi
Medio;Entretenimiento: Música;¿Qué álbum de Coldplay ganó el Grammy al Mejor Álbum de Rock en los Grammy de 2009?;Viva La Vida o la Muerte y Todos sus Amigos;Una oleada de sangre a la cabeza;X&Y;Mylo Xyloto
Medio;Entretenimiento: Televisión;"En Naruto: Shippuden, ¿cuál de los siguientes elementos es un ""Kekkei TÅta""?";Estilo de partículas;Cualquier Doujutsu;Estilo Sombra;Estilo de hielo
Medio;Entretenimiento: Dibujos animados y animaciones;¿Cuántos episodios había en la quinta temporada de Samurai Jack?;10;12;11;13
Medio;Conocimientos generales;En una entrevista de CBS en 1994, Bill Gates, cofundador de Microsoft, realizó qué truco inusual en cámara?;Saltando sobre una silla de oficina;Saltando hacia atrás sobre un escritorio;De pie de cabeza;Tecleando en un teclado durante una parada de manos
Medio;Entretenimiento: Videojuegos;"En la franquicia Half-Life, ¿cuál es el verdadero nombre de la ""pistola de gravedad""?";Manipulador de Campo de Energía de Punto Cero;Dispositivo universal de manipulación de gravedad;El refutador de la teoría de Isaac Newton;Modificador cuántico de desplazamiento de energía
Medio;Entretenimiento: Televisión;"¿Cuántas temporadas duró la serie de televisión ""Donkey Kong Country""?";2;1;4;5
Medio;Conocimientos generales;¿Qué condimento esencial también se conoce como rábano picante japonés?;Wasabi;Mentsuyu;Karashi;Ponzu
Medio;Ciencia: Informática;¿Cuál fue la primera versión de Android específicamente optimizada para tabletas?;Panal;Éclair;Froyo;Nubes de azúcar
Medio;Entretenimiento: Música;"¿Qué banda tuvo éxitos en 1972 con las canciones ""Baby I'm A Want You"", ""Everything I Own"" y ""The Guitar Man""";Pan;América;Chicago;Smokie
Medio;Animales;¿Qué raza de perro recibe el nombre de una región de Croacia;Dálmata;Pekingés;Chihuahua;Pomerania
Medio;Conocimientos generales;¿Quién inventó el pastafarianismo?;Bobby Henderson;Eric Tignor;Bill Nye;Zach Soldi
Medio;Entretenimiento: Videojuegos;¿Cuál de estos NO es el nombre de un personaje jugable en Apex Legends?;Viper;Revenant;Cripto;Wattson
Medio;Entretenimiento: Anime y Manga japonés;En la serie JoJo's Bizarre Adventure, ¿qué personaje principal aparece más veces de forma recurrente?;Jotaro Kujo;Giorno Giovanna;Joseph Joestar;Josuke Higashikata
Medio;Entretenimiento: Televisión;"¿El Toyota Corolla ""AE86"" de 1985 fue el coche héroe de qué anime?";Inicial D;Wangan Medianoche;Ghost MF;Expiloto
Medio;Entretenimiento: Anime y Manga japonés;"¿Cuál de los stands de ""JoJo's Bizarre Adventure"" imita la imagen de un tomate?";Pearl Jam;Pimiento picante rojo;Starter de nata;Llamada del Rey Nuez
Medio;Historia;¿Cuál es el nombre del famoso líder apache que murió en 1909 a los 70 años?;Geronimo;Toro sentado;Nube Roja;Caballo loco
Medio;Entretenimiento: Videojuegos;¿De qué género de videojuegos eran los juegos originales de Warcraft?;RTS (Estrategia en Tiempo Real);RPG (Juego de rol);TBS (Estrategia por Turnos);MMO (Multijugador Masivo en Línea)
Medio;Geografía;¿Cuál es la capital de Brasil?;Brasilia;Río de Janeiro;São Paulo;Curitiba
Medio;Conocimientos generales;¿Cuándo se fundó Nintendo?;23 de septiembre de 1889;19 de octubre;1891;4 de marzo
Medio;Conocimientos generales;¿Quién es cofundador del servicio de streaming musical Spotify?;Daniel Ek;Sean Parker;Felix Miller;Michael Breidenbruecker
Medio;Entretenimiento: Videojuegos;"¿Cuál de estas características se añadió en el juego ""Heretic"" de 1994 que el ""DOOM"" original no pudo añadir debido a limitaciones?";Mirando arriba y abajo;Aumento del tamaño de las habitaciones;Armas ilimitadas;Texturas muy detalladas
Medio;Entretenimiento: Juegos de mesa;En el juego de mesa Colonos de Catan, ¿una tirada de dado de qué número hace que el ladrón ataque?;7;3;10;1
Medio;Entretenimiento: Cómics;¿Cuál es la designación que se le da al Universo Cinematográfico de Marvel?;Tierra-199999;Tierra-616;Tierra-10005;Tierra-2008
Medio;Entretenimiento: Música;¿Qué Beatle lideró el paso a través del paso de cebras en la portada del álbum Abbey Road?;John;Paul;George;Ringo
Medio;Entretenimiento: Cine;Según la historia de Star Wars, ¿cuál es el planeta natal de Han Solo?;Corellia;Tatooine;Naboo;Coruscant
Medio;Entretenimiento: Cine;¿Cuál es el apellido de Lilo de Lilo y Stitch?;Pelekai;AnoaÊ»i;Kealoha;KuÊ»ulei
Medio;Ciencia: Informática;¿Cuál fue el primer procesador informático disponible comercialmente?;Intel 4004;Intel 486SX;TMS 1000;AMD AM386
Medio;Conocimientos generales;¿De qué está hecho el haggis de verdad?;Corazón de oveja, hígado y pulmones;Corazón de oveja;Riñones y pulmones;Hígado de oveja
Medio;Entretenimiento: Cómics;¿Cuál es el apellido del personaje de Homestuck Gamzee?;Makara;Makera;Makare;Makrea
Medio;Conocimientos generales;¿Cómo llaman los holandeses a su idioma?;Países Bajos;Dansk;Deutsch;Hollander
Medio;Entretenimiento: Videojuegos;¿Cuál de los siguientes juegos de Call of Duty fue un título de lanzamiento para PS3?;Call of Duty 3;Call of Duty 4: Guerra Moderna;Call of Duty: El mundo en guerra;Call of Duty: Caminos hacia la victoria
Medio;Entretenimiento: Videojuegos;¿Qué juego de consola de Los Sims incluía a los Black Eyed Peas en el juego?;Los Urbz: Sims en la ciudad;Los Sims 2;Los Sims;Los Sims: Rompiendo
Medio;Entretenimiento: Anime y Manga japonés;"En la serie de anime para televisión de 2011, ""THE iDOLM@STER"", ¿cómo se llamaba el conejo de peluche de Iori?";Charles;Bubsy;Kero;Usagi
Medio;Geografía;¿En qué continente o continentes se encuentra específicamente todo el país de España teniendo en cuenta todo su territorio?;Europa y África;Europa;África y Asia;Europa
Medio;Historia;¿Quién fue el único presidente de Estados Unidos elegido cuatro veces?;Franklin Roosevelt;Theodore Roosevelt;George Washington;Abraham Lincoln
Medio;Entretenimiento: Cine;¿Qué tipo de ropa lleva el asesino en la película de 1981 'My Bloody Valentine'?;Equipo de minería;Disfraz de payaso;Traje de Papá Noel;Uniforme policial
Medio;Ciencia y Naturaleza;¿Cuál es la fórmula química del amoníaco?;NH3;CO2;NO3;Capítol 4
Medio;Ciencia: Informática;"En el lenguaje de programación ""Python"", ¿cuál de estas sentencias mostraría correctamente la cadena ""Hello World""?";"imprimir (""Hola Mundo"")";"console.log (""Hola Mundo"")";"eco ""Hola Mundo""";"printf (""Hola Mundo"")"
Medio;Historia;¿Con cuál de sus seis esposas estuvo casado Enrique VIII durante más tiempo?;Catalina de Aragón;Ana Bolena;Jane Seymour;Catherine Parr
Medio;Entretenimiento: Videojuegos;¿Qué episodio de la serie Phantasy Star Online es exclusivo de la Nintendo Gamecube?;Episodio III;Episodio I;Episodio II;Episodio IV
Medio;Ciencia y Naturaleza;El Sol está compuesto principalmente por ¿qué dos elementos?;Hidrógeno y helio;Hidrógeno y nitrógeno;Carbono y nitrógeno;Carbono y helio
Medio;Entretenimiento: Videojuegos;"¿Qué operación en ""Tom Clancy's Rainbow Six Siege"" introdujo el mapa ""Skyscraper""?";Cuervo Rojo;Concha de terciopelo;Lluvia de Calaveras;Línea de polvo
Medio;Geografía;¿Cuál es la única nación que limita tanto con Uruguay como con Venezuela?;Brasil;México;Chile;Panamá
Medio;Política;¿Quién fue el 40º presidente de Estados Unidos?;Ronald Reagan;Jimmy Carter;Bill Clinton;Richard Nixon
Medio;Entretenimiento: Videojuegos;"¿Cómo se llaman los enemigos comunes armados de la saga de videojuegos ""Oddworld""?";Sligs;Scrabs;Slogs;Glukkons
Medio;Entretenimiento: Videojuegos;¿Cuál de estas series de videojuegos NO ha tenido un objeto promocional en Team Fortress 2?;Half-Life;Terremoto;El Vínculo de Isaac;Fallout
Medio;Entretenimiento: Videojuegos;"¿Cuántos Mudokons se pueden rescatar en ""Oddworld: New 'N' Tasty""?";299;301;50;300
Medio;Geografía;¿Cuál es la capital de Eslovenia?;Liubliana;Maribor;Velenje;Trbovlje
Medio;Animales;¿De qué están hechas las escamas de todas las serpientes y la mayoría de los lagartos?;Queratina;Ecdysis;Epidermis;Anquiloglossia
Medio;Entretenimiento: Libros;En el año 1818, se le atribuye a la novelista Mary Shelly la escritura de una novela de ficción y la creación de este infame personaje.;El monstruo de Frankenstein;Drácula;La Cosa;El hombre invisible
Medio;Entretenimiento: Música;"¿Qué canción creada por MAN WITH A MISSION se usó como apertura para el anime ""Log Horizon""?";"""Base de datos""";"""Callejón sin salida en Tokio""";"""Iza tu bandera""";"""Fuera de control"""
Medio;Entretenimiento: Videojuegos;"En el juego ""Persona 4"", ¿cuál es el nombre canónico del protagonista?";Yu Narukami;Chino Mashido;Tunki Sunada;Masaki Narinaka
Medio;Historia;¿En qué fecha fue el primer vuelo del P-40 Warhawk?;14 de octubre de 1938;21 de agosto de 1939;12 de enero de 1940;1 de junio de 1939
Medio;Entretenimiento: Música;"¿En qué año se publicó el éxito ""Scatman's World""?";1995;1996;1994;1993
Medio;Entretenimiento: Videojuegos;"En ""Resident Evil 2"", ¿qué virus mutó William Birkin?";G-Virus;T-Virus;C-Virus;E-Virus
Medio;Entretenimiento: Videojuegos;"¿Cuántos Espíritus Estelares rescatas en el videojuego de Nintendo 64 ""Paper Mario""?";7;5;10;12
Medio;Entretenimiento: Dibujos animados y animaciones;"¿Quién creó ""RWBY""?";Monty Oum;Miles Luna;Kerry Shawcross;Shane Newville
Medio;Geografía;¿Cuántas provincias hay en los Países Bajos?;12;14;10;13
Medio;Entretenimiento: Videojuegos;¿Cuál de estos personajes NO es un jefe en Crash Bash?;Ripper Roo;Papu Papu;Hermanos Komodo;Óxido de nitros
Medio;Entretenimiento: Videojuegos;Ellen McLain, la voz de GLaDOS en la serie de juegos Portal, está casada con el actor de voz de qué personaje de Team Fortress 2?;Francotirador;Pesado;Soldado;Scout
